book_name,chapter_id,entry_id,date,sentence
NbutC,1,ch1_e4,"October 9th, 1783",I guess that makes up for it.
NbutC,1,ch1_e4,"October 9th, 1783",Tonight she saw how blistered my feet were from walking and rubbed them with goose grease.
NbutC,1,ch1_e4,"October 9th, 1783","They still hurt, though, and I’m bruised all over from being jounced around so in the wagon when I couldn’t walk any more."
NbutC,1,ch1_e4,"October 9th, 1783",There are so many trees around here where we’re camped that the dark comes early.
NbutC,1,ch1_e4,"October 9th, 1783",And it is so dark!
NbutC,1,ch1_e4,"October 9th, 1783",I have only a tarpaulin spread out over branches above me and I feel like I’m right out in the middle of the woods with no protection around me at all.
NbutC,1,ch1_e4,"October 9th, 1783",I’ve never slept outside at night.
NbutC,1,ch1_e4,"October 9th, 1783",I miss the safety of our snug little house.
NbutC,1,ch1_e4,"October 9th, 1783","Our campfire gives such a small circle of light, I imagine all kinds of wild beasts just lurking at the edge of it, staring at us."
NbutC,1,ch1_e4,"October 9th, 1783","I can hear all sorts of noises and scurrying sounds, too."
NbutC,1,ch1_e4,"October 9th, 1783",I even thought I saw eyes gleaming out of the blackness.
NbutC,1,ch1_e4,"October 9th, 1783","Grannie just snorted when I cried out, and I suppose it is just my imagination."
NbutC,1,ch1_e4,"October 9th, 1783",But maybe it is not.
NbutC,1,ch1_e4,"October 9th, 1783","In any case, I have a small tallow wick burning beside me in my shelter at the moment."
NbutC,1,ch1_e4,"October 9th, 1783","It will not last the night, though."
NbutC,1,ch1_e4,"October 9th, 1783","Perhaps writing in this journal will take my mind off the dangers out there, real or imagined."
NbutC,1,ch1_e4,"October 9th, 1783","I am tired, after our long journeying, but it comforts me to write."
NbutC,1,ch1_e4,"October 9th, 1783",It is the only familiar thing I have to hang on to.
NbutC,1,ch1_e4,"October 9th, 1783","Thank Providence Father had a whole big bottle of ink at home that he had not yet got around to taking to the school, so I will be well supplied with that for quite some time."
NbutC,1,ch1_e4,"October 9th, 1783","I tuck it carefully into a corner of the wagon each morning, well protected by my bundle of clothes."
NbutC,1,ch1_e4,"October 9th, 1783",Jamie just sat up to ask me what I was doing.
NbutC,1,ch1_e4,"October 9th, 1783",I had to tell him a story to settle him back down.
NbutC,1,ch1_e4,"October 9th, 1783",I think he realized for the first time today that we’ve really left our home and we might never see it again.
NbutC,1,ch1_e4,"October 9th, 1783",Mother won’t hear of anyone saying that.
NbutC,1,ch1_e4,"October 9th, 1783","“Of course we’ll return,” she says."
NbutC,1,ch1_e4,"October 9th, 1783",“You’ll see.
NbutC,1,ch1_e4,"October 9th, 1783",When things settle down.
NbutC,1,ch1_e4,"October 9th, 1783",We’ll be back.” But back to what?
NbutC,1,ch1_e4,"October 9th, 1783",We don’t have a home any more.
NbutC,1,ch1_e4,"October 9th, 1783","We’ve been on the move for two days now, heading north, and I am bone weary and sick to death."
NbutC,1,ch1_e4,"October 9th, 1783","It is lucky we have that pass, though."
NbutC,1,ch1_e4,"October 9th, 1783",We have been stopped twice by rebel patrols and forced to show it.
NbutC,1,ch1_e4,"October 9th, 1783",That is very frightening.
NbutC,1,ch1_e4,"October 9th, 1783",They point their muskets right at us and act as if they think we are criminals or spies!
NbutC,1,ch1_e4,"October 9th, 1783","Without that paper to show that we are travelling by order of our local Committee of Safety, Father says, we would have been in a lot of trouble."
NbutC,1,ch1_e4,"October 9th, 1783","It is so hard, travelling all day every day."
NbutC,1,ch1_e4,"October 9th, 1783",Thank goodness the weather remains fine and cool.
